id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_scores_rating_missing,review_scores_accuracy_missing,review_scores_cleanliness_missing,review_scores_checkin_missing,review_scores_communication_missing,review_scores_location_missing,review_scores_value_missing,is_new_listing,amenities_count,has_air_conditioning,has_pool,has_gym,has_wifi,has_kitchen,has_washer,distance_to_center_km,host_years,name_length,description_length,dist_to_mrt_km,dist_to_mall_km,host_response_score,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_East Region,neighbourhood_group_cleansed_North Region,neighbourhood_group_cleansed_North-East Region,neighbourhood_group_cleansed_West Region,property_type_Campsite,property_type_Entire condo,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire villa,property_type_Private room,property_type_Private room in barn,property_type_Private room in bed and breakfast,property_type_Private room in bungalow,property_type_Private room in casa particular,property_type_Private room in castle,property_type_Private room in condo,property_type_Private room in earthen home,property_type_Private room in guest suite,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Private room in hostel,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in serviced apartment,property_type_Private room in townhouse,property_type_Private room in train,property_type_Private room in vacation home,property_type_Private room in villa,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hostel,property_type_Room in hotel,property_type_Room in serviced apartment,property_type_Shared room,property_type_Shared room in bed and breakfast,property_type_Shared room in boutique hotel,property_type_Shared room in bungalow,property_type_Shared room in cave,property_type_Shared room in dome,property_type_Shared room in guesthouse,property_type_Shared room in home,property_type_Shared room in hostel,property_type_Shared room in hotel,property_type_Shared room in rental unit,property_type_Tiny home
5253599,11463785,0.92,0.6,1.0,9,9,1,1,1.3171,103.85742,2,1.0,0.0,1.0,80.0,92,1000,92.0,92.0,1000.0,1000.0,92.0,1000.0,1.0,30,60,90,365,11,0,0,95,1,0,0.0,4.73,5.0,5.0,4.91,5.0,4.55,4.73,0,9,5,4,0,0.09,0,0,0,0,0,0,0,0,25,1,0,0,1,1,1,3.7649670491325975,11.695890410958905,34,302,0.524001335423036,2.0125051605930233,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5319766,27516195,1.0,0.99,0.0,1,2,1,0,1.28185,103.84657,2,1.0,1.0,1.0,95.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,1,0,0.0,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1.5802178653799075,10.638356164383561,33,287,0.23237095112151426,1.4516147815557783,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5339318,2235699,0.97,0.68,0.0,2,4,1,1,1.30358,103.84575,3,1.0,2.0,2.0,729.0,92,180,92.0,92.0,180.0,180.0,92.0,180.0,1.0,30,60,90,365,2,0,0,95,0,0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0,2,2,0,0,0.02,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,2.792345734004845,13.43013698630137,35,250,0.4319059945627856,0.32447237784047817,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5406502,28022338,1.0,0.99,0.0,1,1,1,0,1.31279,103.93821,2,1.0,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,1,0,0.0,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1,9.215429274777236,10.613698630136986,33,211,0.4572517333623679,3.8858107120764434,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5436010,26876731,1.0,0.99,0.0,1,3,1,0,1.41423,103.83382,2,1.0,1.0,1.0,95.0,180,365,180.0,180.0,365.0,365.0,180.0,365.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,1,0,0.0,1,1,1,1,1,1,1,1,12,0,0,0,1,1,1,14.8513396969611,10.673972602739726,32,318,0.3628613712986667,1.733712446376303,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5446857,13468566,0.69,0.68,0.0,12,12,1,1,1.27626,103.84073,2,1.5,0.0,1.0,243.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,23,53,83,358,7,2,0,88,0,24,5832.0,4.71,4.86,5.0,4.86,4.86,5.0,4.29,0,12,8,4,0,0.07,0,0,0,0,0,0,0,0,30,1,0,1,1,1,1,2.357703633136401,11.523287671232877,41,285,0.4106592388346238,2.2518102531460316,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5448209,13468566,0.69,0.68,0.0,12,12,1,1,1.2744,103.84063,2,1.0,0.0,1.0,212.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,23,43,55,316,16,2,0,60,3,24,5088.0,4.81,4.69,4.94,5.0,5.0,4.88,4.63,0,12,8,4,0,0.14,0,0,0,0,0,0,0,0,28,1,0,1,1,1,1,2.445288043728889,11.523287671232877,48,287,0.6062361539759044,2.3266063387777853,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5464246,26899710,1.0,0.99,0.0,2,2,1,1,1.32812,103.88436,1,1.0,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,0,0,0,0,11,0,0,0,0,0,0.0,4.91,5.0,5.0,5.0,5.0,4.82,4.91,0,2,0,2,0,0.09,0,0,0,0,0,0,0,0,11,1,0,0,1,1,1,5.625389998517346,10.67123287671233,50,350,0.18548994671191837,1.534066426065033,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5494971,28489587,1.0,0.99,0.0,1,3,1,1,1.31778,103.84769,4,1.0,1.0,2.0,111.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,208,0,0,95,0,0,0.0,4.8,4.79,4.84,4.87,4.89,4.76,4.66,0,1,0,1,0,1.63,0,0,0,0,0,0,0,0,42,1,0,0,1,0,1,4.087313294561404,10.58904109589041,29,248,0.5216137084330564,1.9165492775625497,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5529062,28378691,0.97,0.68,0.0,1,1,1,1,1.27513,103.83581,2,1.0,1.0,1.0,475.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,0,0,0,95,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,1,0,0,0.0,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,2.9157595828762255,10.594520547945205,35,370,0.6506842139895387,1.9251200247439255,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5551665,25185912,1.0,0.88,1.0,18,19,1,1,1.31269,103.79714,1,1.0,1.0,1.0,68.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,1.0,0,0,1,276,15,0,0,6,0,0,0.0,4.67,4.5,4.5,5.0,5.0,4.93,4.43,0,18,0,18,0,0.12,0,0,0,0,0,0,0,0,19,1,1,0,1,1,1,7.780232399498194,10.767123287671232,48,504,0.09635186628714999,3.6452660630743026,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5573458,28809566,1.0,0.99,0.0,5,16,1,1,1.44061,103.82386,2,1.0,1.0,1.0,194.0,92,92,92.0,92.0,92.0,92.0,92.0,92.0,1.0,29,59,89,364,3,0,0,94,0,0,0.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,0,5,0,5,0,0.03,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,17.954245791587674,10.575342465753424,35,229,0.7050019054137823,1.7963223781637008,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5634851,11463785,0.92,0.6,1.0,9,9,1,1,1.31486,103.85689,2,1.0,0.0,1.0,97.0,92,1000,92.0,92.0,1000.0,1000.0,92.0,1000.0,1.0,29,59,89,364,2,0,0,94,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,9,5,4,0,0.02,0,0,0,0,0,0,0,0,20,1,0,0,1,1,1,3.5237393966544217,11.695890410958905,25,167,0.5018107516697405,1.7587007439955633,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5698633,29353566,0.97,0.68,0.0,1,1,1,1,1.27989,103.85299,9,4.0,5.0,5.0,822.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,90,0,0,0,90,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,1,0,0,0.0,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,0.9417787616352606,10.547945205479452,35,169,0.05204086897023135,0.8509324704855252,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5704432,28106320,0.97,1.0,0.0,1,1,1,1,1.3356,103.86592,1,2.0,1.0,1.0,65.5,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,0.0,0,0,0,0,0,0,0,0,0,0,1602.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,0,1,0.0,1,1,1,1,1,1,1,1,5,1,0,0,1,1,0,5.833309768653128,10.608219178082193,7,62,0.5845905668900946,1.8296283984627115,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5798211,30080617,1.0,0.67,0.0,7,8,1,1,1.34571,103.96073,7,1.0,1.0,1.0,63.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,151,0,0,95,0,0,0.0,4.86,4.91,4.84,4.9,4.91,4.74,4.87,0,6,0,6,0,1.21,0,0,0,0,0,0,0,0,17,1,0,0,1,0,1,13.101796656843064,10.515068493150684,16,189,0.4491245879049292,1.9366282782985096,3.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5819462,20712244,0.97,1.0,0.0,1,1,1,1,1.38777,103.89649,1,0.0,1.0,1.0,65.5,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,0.0,0,0,0,0,0,0,0,0,0,0,1602.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,0,1,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12.26844659288385,11.087671232876712,34,83,0.40096033070589987,4.915339405927585,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5827713,30080617,1.0,0.67,0.0,7,8,1,1,1.3464,103.96256,5,1.0,1.0,1.0,62.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,285,0,0,95,0,0,0.0,4.82,4.91,4.84,4.87,4.94,4.6,4.85,0,6,0,6,0,2.25,0,0,0,0,0,0,0,0,15,1,0,0,1,0,1,13.315096860381049,10.515068493150684,21,179,0.5321008999668128,2.0991763716000604,3.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5827998,30080617,1.0,0.67,0.0,7,8,1,1,1.3446,103.96223,3,1.0,1.0,1.0,53.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,180,296,0,0,95,0,0,0.0,4.84,4.93,4.82,4.92,4.88,4.62,4.81,0,6,0,6,0,2.32,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,13.179464783487918,10.515068493150684,13,242,0.3289931532195524,2.138928264245737,3.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5889741,274002237,0.97,0.68,0.0,1,1,1,1,1.30153,103.85344,3,1.0,1.0,3.0,152.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,26,28,28,242,212,1,0,28,1,184,27968.0,4.81,4.83,4.79,4.93,4.95,4.93,4.75,0,1,1,0,0,1.67,0,0,0,0,0,0,0,0,39,1,1,1,1,1,1,2.171513886886649,6.235616438356164,32,211,0.26876017737319347,0.3467788007628989,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5919270,30080617,1.0,0.67,0.0,7,8,1,1,1.346,103.9626,6,1.0,1.0,1.0,70.0,92,1124,92.0,92.0,1124.0,1124.0,92.0,1124.0,1.0,30,60,90,365,248,0,0,95,0,0,0.0,4.83,4.87,4.84,4.86,4.85,4.56,4.77,0,6,0,6,0,1.95,0,0,0,0,0,0,0,0,17,1,0,0,1,0,1,13.295539218703524,10.515068493150684,18,529,0.4900080255044253,2.1182082792952226,3.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6020248,25185912,1.0,0.88,1.0,18,19,1,1,1.31132,103.79736,1,1.0,1.0,1.0,89.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,1.0,30,60,90,365,7,0,0,95,0,0,0.0,4.29,4.71,4.43,4.71,4.57,5.0,4.14,0,18,0,18,0,0.06,0,0,0,0,0,0,0,0,19,1,1,0,1,1,1,7.695319819367032,10.767123287671232,50,504,0.1479246624659207,3.6829899599591642,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6261313,25185912,1.0,0.88,1.0,18,19,1,1,1.31107,103.79687,1,1.0,1.0,1.0,79.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,1.0,30,60,90,365,10,0,0,95,0,0,0.0,4.9,4.8,4.7,5.0,5.0,5.0,4.6,0,18,0,18,0,0.08,0,0,0,0,0,0,0,0,17,1,1,0,1,1,1,7.734092395602153,10.767123287671232,47,504,0.14026449947612804,3.6319934752113796,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6287204,32683666,0.97,0.68,0.0,1,1,1,1,1.43012,103.78434,4,1.0,1.0,1.5,314.0,92,270,92.0,92.0,270.0,270.0,92.0,270.0,1.0,23,53,83,83,10,0,0,83,0,0,0.0,4.8,4.8,4.6,5.0,4.9,4.5,4.3,0,1,1,0,0,0.08,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1,18.39069152950605,10.408219178082192,34,236,0.7692969916960507,0.6863185699144505,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6300577,26899710,1.0,0.99,0.0,2,2,1,1,1.32874,103.88439,1,1.0,1.0,1.0,100.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,25,0,0,95,0,0,0.0,4.76,4.92,4.88,5.0,5.0,4.76,4.56,0,2,0,2,0,0.2,0,0,0,0,0,0,0,0,12,1,0,0,1,1,1,5.687965703486562,10.67123287671233,50,262,0.2430166201211591,1.5846231830258526,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6317686,8948251,0.6,1.0,0.0,73,126,1,1,1.2841,103.84253,1,1.0,1.0,1.0,66.0,92,365,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,27,57,87,362,1,0,0,92,0,0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1,73,1,72,0,0.01,0,0,0,0,0,0,0,0,28,1,0,0,1,1,1,2.0214038473270315,12.03013698630137,49,370,0.10377667710239225,1.872177814549577,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6340605,33019244,0.97,0.68,0.0,1,1,1,0,1.32515,103.84914,1,1.0,1.0,1.5,314.0,365,730,365.0,365.0,730.0,730.0,365.0,730.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,1,0,0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4.81696994343921,10.394520547945206,26,109,0.7894389085506623,2.7512845829379793,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6352827,33096269,1.0,1.0,1.0,14,20,1,1,1.31192,103.87922,3,1.0,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,89,128,0,0,89,0,0,0.0,4.57,4.7,4.57,4.86,4.88,4.49,4.58,0,11,1,10,0,1.22,0,0,0,0,0,0,0,0,20,1,0,0,1,1,1,3.7809625237429323,10.391780821917807,43,504,0.6478327684899788,1.7041992626821114,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6453321,11463785,0.92,0.6,1.0,9,9,1,1,1.36973,103.82847,1,1.0,1.0,1.0,42.0,92,356,92.0,92.0,356.0,356.0,92.0,356.0,1.0,29,59,89,364,2,0,0,94,1,0,0.0,5.0,5.0,4.5,5.0,4.5,5.0,5.0,0,9,5,4,0,0.02,0,0,0,0,0,0,0,0,15,1,0,0,1,1,1,10.246288107411917,11.695890410958905,22,277,0.8693047176988907,2.224471505609383,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6529707,33003286,1.0,1.0,1.0,2,2,1,1,1.29575,103.76707,1,1.0,2.0,2.0,120.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,1.0,0,0,9,138,41,2,1,14,1,255,30600.0,4.93,4.98,4.93,4.95,4.98,4.98,4.88,0,2,0,2,0,0.33,0,0,0,0,0,0,0,0,17,1,0,0,1,1,1,10.498743946287208,10.394520547945206,44,402,1.961266495721071,2.149198377518996,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6547248,5556667,1.0,0.99,0.0,1,6,1,1,1.34507,103.76804,1,1.0,1.0,1.0,74.0,92,180,92.0,92.0,180.0,180.0,92.0,180.0,1.0,30,60,90,365,1,0,0,95,0,0,0.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,0,1,0,1,0,0.01,0,0,0,0,0,0,0,0,13,1,1,1,1,1,1,12.374425266651812,12.531506849315068,35,283,0.9622952976482836,3.0481906424045633,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6603464,28809566,1.0,0.99,0.0,5,16,1,1,1.44167,103.82376,2,1.0,1.0,1.0,127.0,92,92,92.0,92.0,92.0,92.0,92.0,92.0,1.0,29,59,89,364,9,0,0,94,0,0,0.0,4.44,4.33,4.78,4.78,4.78,4.67,4.67,0,5,0,5,0,0.08,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,18.07154783963294,10.575342465753424,35,215,0.6788416135693522,1.8858035527628967,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6620261,34649530,0.97,0.68,0.0,5,6,1,1,1.32419,103.85252,2,1.0,1.0,1.0,199.0,120,365,120.0,120.0,365.0,365.0,120.0,365.0,1.0,30,60,90,180,3,0,0,95,0,0,0.0,5.0,5.0,4.33,5.0,5.0,4.67,4.67,0,5,1,4,0,0.03,0,0,0,0,0,0,0,0,26,1,1,1,1,1,1,4.625898530552435,10.336986301369864,34,438,1.052591265072302,2.7358219547721956,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6630341,34707865,1.0,0.99,0.0,3,3,1,0,1.34611,103.87071,2,1.0,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,0.0,0,0,0,0,99,0,0,0,0,0,0.0,4.9,4.9,4.85,4.93,4.94,4.79,4.86,0,3,0,3,0,0.8,0,0,0,0,0,0,0,0,16,1,0,0,1,1,1,7.061264332924678,10.334246575342465,31,249,0.5113464100199437,0.5472781770322775,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6663672,31721965,1.0,0.99,0.0,1,1,1,1,1.27914,103.85002,2,0.0,1.0,1.0,95.0,92,120,92.0,92.0,120.0,120.0,92.0,120.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,1,0,0.0,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1,1.2782724707572353,10.443835616438356,15,118,0.16289887681172083,1.1791629521394027,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6693516,33944993,0.97,0.68,0.0,1,2,1,1,1.31688,103.90906,2,1.0,1.0,1.5,314.0,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0,1.0,0,0,0,0,9,0,0,0,0,0,0.0,4.78,4.78,4.78,5.0,5.0,4.22,4.67,0,1,1,0,0,0.07,0,0,0,0,0,0,0,0,15,1,0,0,1,1,1,6.539165475611071,10.364383561643836,26,253,0.6329137892354886,1.7416626127626174,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6716844,8773916,1.0,0.99,0.0,7,9,1,0,1.30205,103.85804,4,8.0,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,0.0,0,0,0,0,2,0,0,0,0,0,0.0,4.0,4.0,3.5,4.5,4.5,5.0,3.5,0,7,0,7,0,0.02,0,0,0,0,0,0,0,0,9,1,0,0,1,0,1,2.094761610809572,12.054794520547945,35,247,0.3135872823695237,0.438252933466235,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
