id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_scores_rating_missing,review_scores_accuracy_missing,review_scores_cleanliness_missing,review_scores_checkin_missing,review_scores_communication_missing,review_scores_location_missing,review_scores_value_missing,is_new_listing,amenities_count,has_air_conditioning,has_pool,has_gym,has_wifi,has_kitchen,has_washer,distance_to_center_km,host_years,name_length,description_length,dist_to_mrt_km,dist_to_mall_km,host_response_score,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_East Region,neighbourhood_group_cleansed_North Region,neighbourhood_group_cleansed_North-East Region,neighbourhood_group_cleansed_West Region,property_type_Campsite,property_type_Entire condo,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire villa,property_type_Private room,property_type_Private room in barn,property_type_Private room in bed and breakfast,property_type_Private room in bungalow,property_type_Private room in casa particular,property_type_Private room in castle,property_type_Private room in condo,property_type_Private room in earthen home,property_type_Private room in guest suite,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Private room in hostel,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in serviced apartment,property_type_Private room in townhouse,property_type_Private room in train,property_type_Private room in vacation home,property_type_Private room in villa,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hostel,property_type_Room in hotel,property_type_Room in serviced apartment,property_type_Shared room,property_type_Shared room in bed and breakfast,property_type_Shared room in boutique hotel,property_type_Shared room in bungalow,property_type_Shared room in cave,property_type_Shared room in dome,property_type_Shared room in guesthouse,property_type_Shared room in home,property_type_Shared room in hostel,property_type_Shared room in hotel,property_type_Shared room in rental unit,property_type_Tiny home
45680876,201775246,0.25,0.5,0.0,44,73,1,1,1.28516,103.84196,1,1.0,1.0,1.0,73.0,92,365,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,27,57,87,362,1,0,0,92,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,44,1,43,0,0.02,0,0,0,0,0,0,0,0,30,1,0,0,1,1,1,2.092441485806339,7.219178082191781,50,498,0.18575630746834035,1.76693233633689,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45749682,32095639,1.0,0.99,0.0,1,1,1,1,1.32213,103.90868,2,1.0,1.0,1.0,95.0,92,365,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,1,0,0.0,1,1,1,1,1,1,1,1,12,1,1,0,1,0,1,6.85533023195149,10.427397260273972,40,202,0.4897340227981867,1.766751437368887,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45777993,138649185,0.74,0.12,0.0,517,885,1,1,1.29673,103.83746,2,1.0,0.0,1.0,320.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,23,53,83,358,0,0,0,88,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,219,219,0,0,0.0,1,1,1,1,1,1,1,1,43,1,1,1,1,1,1,2.978514913719861,8.238356164383562,47,347,0.4325476225435433,0.6631329182756915,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45778518,138649185,0.74,0.12,0.0,517,885,1,1,1.296,103.83673,2,1.0,1.0,1.0,328.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,1,0,0,94,0,0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,0,219,219,0,0,0.03,0,0,0,0,0,0,0,0,45,1,1,1,1,1,1,3.010549668202402,8.238356164383562,46,361,0.40491557621994595,0.7150618751096406,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45779393,138649185,0.74,0.12,0.0,517,885,1,1,1.29651,103.83883,2,1.0,1.0,1.0,359.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,2,0,0,94,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,219,219,0,0,0.04,0,0,0,0,0,0,0,0,43,1,1,1,1,1,1,2.8347654360951924,8.238356164383562,37,355,0.4184114364920412,0.7554213468000279,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45781348,43009711,1.0,0.99,0.0,1,2,1,1,1.30758,103.91344,2,1.0,1.0,1.0,95.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,1,0,1,0,0.0,1,1,1,1,1,1,1,1,19,1,0,0,1,1,1,6.450032487287525,10.084931506849315,41,568,0.21137218850685002,1.1606038442991409,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45803322,366300043,1.0,0.99,0.0,2,5,1,1,1.28471,103.83391,2,1.5,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,0,0,0,95,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,2,0,2,0,0.0,1,1,1,1,1,1,1,1,16,1,0,1,1,0,0,2.9817242334110183,5.063013698630137,34,449,0.42354719236845273,1.9545554530020157,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45803343,366300043,1.0,0.99,0.0,2,5,1,1,1.28332,103.83424,2,1.0,1.0,1.0,95.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,0,0,0,95,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,2,0,2,0,0.0,1,1,1,1,1,1,1,1,11,1,0,1,1,0,0,2.9414931725173408,5.063013698630137,31,449,0.5811402973957505,2.1065993195302615,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45835431,135298846,1.0,0.98,1.0,23,23,1,1,1.30617,103.83466,7,2.0,3.0,4.0,414.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,0,0,0,270,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,11,11,0,0,0.0,1,1,1,1,1,1,1,1,52,1,1,1,1,1,1,3.845814852118966,8.293150684931506,42,294,0.36242588376622964,0.2629391583033676,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45855332,156409670,0.33,0.11,0.0,289,545,1,1,1.29466,103.83664,2,1.0,0.0,1.0,252.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,0,0,0,94,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,120,119,1,0,0.0,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,2.9532213751363745,7.926027397260274,45,270,0.33402693749140216,0.8584859012124169,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45871999,135298846,1.0,0.98,1.0,23,23,1,1,1.30172,103.83166,7,2.0,3.0,4.0,1336.0,1,365,6.0,6.0,365.0,365.0,6.0,365.0,1.0,0,9,36,37,1,0,0,37,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,11,11,0,0,0.04,0,0,0,0,0,0,0,0,36,1,1,1,1,1,1,3.8172667291080082,8.293150684931506,45,287,0.1506210937003509,0.25465794556231364,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45891734,18116565,0.97,0.68,0.0,1,2,1,1,1.29196,103.80772,3,2.0,2.0,1.5,314.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,1,1,0,0,0.0,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,5.966036827051032,11.216438356164383,29,422,0.34109983886946665,3.015126258658506,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45902566,372124974,0.8,0.96,0.0,19,19,1,1,1.3006,103.84089,2,1.0,0.0,1.0,584.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,15,45,75,317,2,1,0,80,0,12,7008.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,9,9,0,0,0.03,0,0,0,0,0,0,0,0,35,1,1,1,1,1,1,2.9167779045335425,4.956164383561644,44,442,0.20401810671478052,0.4624737051057356,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45918725,156409670,0.33,0.11,0.0,289,545,1,1,1.2502,103.82413,6,3.0,3.0,4.0,3465.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,0,0,0,94,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,120,119,1,0,0.0,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,5.4914436128112785,7.926027397260274,46,353,1.7135325981867113,1.5801715333332207,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45948749,156409670,0.33,0.11,0.0,289,545,1,1,1.29666,103.83699,2,1.0,1.0,1.0,310.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,0,0,0,94,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,120,119,1,0,0.0,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,3.02013846984019,7.926027397260274,45,273,0.46356347890589567,0.6523903146412943,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45949989,156409670,0.33,0.11,0.0,289,545,1,1,1.29671,103.83711,2,1.0,1.0,1.0,345.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,0,0,0,94,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,120,119,1,0,0.0,1,1,1,1,1,1,1,1,44,1,1,1,1,1,1,3.0112319684064865,7.926027397260274,37,355,0.4521369717616365,0.6513702790506792,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45960413,372124974,0.8,0.96,0.0,19,19,1,1,1.30048,103.84149,2,1.0,0.0,1.0,438.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,9,9,0,0,0.0,1,1,1,1,1,1,1,1,35,1,1,1,1,1,1,2.8578673223951263,4.956164383561644,47,376,0.2683465529564669,0.39660093577673083,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45961316,372124974,0.8,0.96,0.0,19,19,1,1,1.30056,103.84139,5,1.0,2.0,3.0,1084.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,20,50,77,313,4,1,0,78,0,12,13008.0,5.0,4.75,5.0,5.0,5.0,4.75,4.25,1,9,9,0,0,0.1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1,2.872085814606365,4.956164383561644,41,499,0.2582581097834226,0.40713420109535137,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45961358,372124974,0.8,0.96,0.0,19,19,1,1,1.3003,103.84143,5,1.0,2.0,3.0,813.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,0,0,0,1,0,0,0,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,9,9,0,0,0.02,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1,2.8496163062646893,4.956164383561644,42,376,0.26063169424137006,0.4052218362819672,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45962405,372124974,0.8,0.96,0.0,19,19,1,1,1.30047,103.8431,5,1.0,2.0,3.0,868.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,0,0,202,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,9,9,0,0,0.0,1,1,1,1,1,1,1,1,34,1,1,1,1,1,1,2.725948630442185,4.956164383561644,37,376,0.2788325469874492,0.21869559540900588,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45962495,372124974,0.8,0.96,0.0,19,19,1,1,1.2984,103.84087,2,1.0,0.0,1.0,467.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,0,0,202,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,9,9,0,0,0.0,1,1,1,1,1,1,1,1,35,1,1,1,1,1,1,2.7643276145750395,4.956164383561644,43,499,0.2868962719440517,0.5327488459609121,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45962749,372124974,0.8,0.96,0.0,19,19,1,1,1.30065,103.84175,7,2.0,3.0,4.0,1442.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,15,45,75,312,2,0,0,75,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,9,9,0,0,0.05,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1,2.8490267288731825,4.956164383561644,34,369,0.2992656489134229,0.36673992852299503,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45962895,372124974,0.8,0.96,0.0,19,19,1,1,1.29845,103.84129,7,2.0,3.0,4.0,1154.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,0,0,202,7,5,0,0,2,60,69240.0,5.0,5.0,5.0,5.0,5.0,4.86,4.57,1,9,9,0,0,0.3,0,0,0,0,0,0,0,0,33,1,1,1,1,1,1,2.730643536318873,4.956164383561644,40,376,0.3173910953385662,0.48965635975583144,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45963002,372124974,0.8,0.96,0.0,19,19,1,1,1.29899,103.84313,7,2.0,3.0,4.0,1082.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,0,23,23,0,0,0,23,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,9,9,0,0,0.0,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,2.611533638776527,4.956164383561644,37,499,0.27396608692724556,0.28920812362527903,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45963685,31975096,1.0,1.0,1.0,6,6,1,1,1.29557,103.83844,2,1.0,1.0,1.0,128.0,92,730,92.0,92.0,730.0,730.0,92.0,730.0,1.0,0,0,0,258,5,1,0,0,2,184,23552.0,5.0,5.0,4.8,5.0,5.0,5.0,4.6,0,2,2,0,0,0.11,0,0,0,0,0,0,0,0,31,1,1,1,0,1,1,2.820420597181358,10.432876712328767,47,494,0.5268808316474278,0.825550746578527,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46000906,238891646,1.0,0.68,0.0,135,144,1,1,1.29021,103.80631,4,1.0,2.0,2.0,340.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,28,58,88,363,0,0,0,93,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,135,134,1,0,0.0,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,6.0935999482496035,6.67945205479452,44,370,0.4833742521997605,3.2435865494058085,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46028608,156409670,0.33,0.11,0.0,289,545,1,1,1.30449,103.83822,3,1.0,1.0,1.0,650.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,29,59,89,364,0,0,0,94,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,120,119,1,0,0.0,1,1,1,1,1,1,1,1,49,1,1,1,1,1,1,3.4270427918689905,7.926027397260274,43,376,0.47964602179669424,0.25565420816284484,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46057282,373313984,1.0,1.0,1.0,6,6,1,1,1.37691,103.8791,4,2.0,2.0,3.0,659.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,2,22,52,327,8,6,0,57,1,72,47448.0,5.0,5.0,5.0,4.88,5.0,4.75,5.0,0,6,6,0,0,0.2,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,10.597114289916805,4.926027397260274,39,487,1.5731609536444624,3.0034976068761075,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46057773,373313984,1.0,1.0,1.0,6,6,1,1,1.37655,103.88002,4,2.0,2.0,3.0,528.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,20,50,263,10,6,0,55,8,72,38016.0,4.9,4.9,5.0,5.0,4.8,4.8,4.8,0,6,6,0,0,0.52,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,10.578129317838862,4.926027397260274,38,487,1.4932373768807745,2.992498943814513,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46057791,373313984,1.0,1.0,1.0,6,6,1,1,1.37499,103.87899,4,2.0,2.0,3.0,495.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,15,45,50,2,0,0,50,0,0,0.0,4.5,4.5,5.0,4.0,2.5,4.5,3.5,0,6,6,0,0,0.06,0,0,0,0,0,0,0,0,41,1,1,1,1,1,1,10.385315731074634,4.926027397260274,50,487,1.5442733946649612,2.7941188146973386,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46073890,373313984,1.0,1.0,1.0,6,6,1,1,1.37525,103.88057,5,2.0,3.0,4.0,954.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,2,22,52,327,13,5,0,57,1,60,57240.0,4.46,4.62,4.38,4.69,4.54,4.54,4.31,1,6,6,0,0,0.34,0,0,0,0,0,0,0,0,39,1,1,1,1,1,1,10.449381245941707,4.926027397260274,44,487,1.3846860860686552,2.8733080144619247,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46075495,373313984,1.0,1.0,1.0,6,6,1,1,1.37689,103.87992,6,2.0,3.0,4.0,763.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,20,50,263,1,0,0,55,0,0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,6,6,0,0,0.02,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,10.612907349062121,4.926027397260274,47,487,1.518573135590918,3.025602464383025,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46076855,151196270,0.5,0.22,0.0,66,158,1,1,1.28012,103.85336,3,2.5,2.0,0.0,317.0,92,180,92.0,92.0,180.0,180.0,92.0,180.0,1.0,0,0,0,212,0,0,0,0,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,0,65,16,49,0,0.0,1,1,1,1,1,1,1,1,13,1,0,1,1,1,1,0.8937682058207687,8.03013698630137,35,488,0.09455917209498342,0.8025004123726239,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46096669,9748143,0.97,0.68,0.0,1,1,1,1,1.3427,103.86753,2,1.5,1.0,2.0,240.0,92,365,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,30,60,90,365,8,0,0,95,0,0,0.0,4.63,4.75,4.25,4.88,5.0,5.0,4.63,1,1,1,0,0,0.13,0,0,0,0,0,0,0,0,32,1,1,1,1,1,1,6.6374285014568954,11.915068493150685,38,23,0.5347405313259832,1.0420218333348048,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46108799,373313984,1.0,1.0,1.0,6,6,1,1,1.37475,103.88005,5,2.0,3.0,4.0,715.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,0,15,45,50,1,0,0,50,0,0,0.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1,6,6,0,0,0.03,0,0,0,0,0,0,0,0,38,1,1,1,1,1,1,10.382917290712857,4.926027397260274,48,487,1.4235998575606053,2.802376292175392,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46114490,2413412,0.89,0.67,0.0,91,182,1,1,1.31009,103.86171,1,2.0,1.0,1.0,47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,1.0,27,57,87,362,0,0,0,92,0,0,0.0,4.75,4.8,4.73,4.93,4.93,4.86,4.6,1,91,2,89,0,0.0,1,1,1,1,1,1,1,1,28,1,1,0,1,1,1,2.9699156965436906,13.36986301369863,49,483,0.323688794299475,1.407184533919025,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46144841,238195069,1.0,1.0,0.0,2,2,1,0,1.29827,103.8576,2,1.0,1.0,1.0,95.0,1,365,1.0,1.0,1.0,365.0,1.0,270.3,1.0,0,0,0,0,8,1,0,0,0,6,0.0,4.38,4.5,4.25,4.25,4.25,4.38,4.25,1,2,0,2,0,0.15,0,0,0,0,0,0,0,0,16,1,0,0,1,1,0,1.6889994112881668,6.6876712328767125,50,450,0.12743825599533953,0.2607500203312678,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
